electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,carbon_intensity,month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
0.21,0.5,0.21,0.21,18.9,78.0,757.0,820.0,0.16370714,10,13,2,0,,,,0.41978332,0.0,0.0,0.0,570.975
0.21,0.5,0.21,0.21,19.4,76.0,606.0,827.0,0.16370803,10,14,2,0,,,,0.40571666,0.0,0.0,0.0,563.5125
0.21,0.21,0.21,0.21,18.3,84.0,468.0,766.0,0.16778609,10,15,2,0,,,,0.36543334,0.0,0.0,0.0,495.8375
0.5,0.21,0.21,0.5,17.2,93.0,123.0,5.0,0.17186652,10,16,2,0,,,,0.3626,0.0,0.0,0.0,365.7
0.5,0.21,0.21,0.5,17.8,90.0,94.0,379.0,0.17360602,10,17,2,0,,,,0.45206666,0.0,0.0,0.0,143.7125
0.5,0.21,0.21,0.5,17.8,93.0,10.0,21.0,0.17896087,10,18,2,0,,,,0.5006833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.8,93.0,0.0,0.0,0.1815025,10,19,2,0,,,,0.8537167,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.3,90.0,0.0,0.0,0.16977379,10,20,2,0,,,,1.0767334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.8,90.0,0.0,0.0,0.15320955,10,21,2,0,,,,1.04135,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,87.0,0.0,0.0,0.13245405,10,22,2,0,,,,0.8020833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,84.0,0.0,0.0,0.11931229,10,23,2,0,,,,0.84723336,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,76.0,0.0,0.0,0.11617145,10,24,2,0,,,,1.34785,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,20.0,53.0,0.0,0.0,0.12462945,10,1,3,0,,,,0.44876668,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,73.0,0.0,0.0,0.10980278,10,2,3,0,,,,0.44851667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,53.0,0.0,0.0,0.11032019,10,3,3,0,,,,0.44805,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,19.4,37.0,0.0,0.0,0.112920925,10,4,3,0,,,,0.44843334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.1,58.0,0.0,0.0,0.12254488,10,5,3,0,,,,0.4454,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.9,33.0,0.0,0.0,0.13487406,10,6,3,0,,,,0.45448333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,20.0,29.0,40.0,34.0,0.14020154,10,7,3,0,,,,0.80841666,0.0,0.0,0.0,4.6375
0.21,0.21,0.5,0.21,22.8,23.0,226.0,387.0,0.14037664,10,8,3,0,,,,0.46571666,0.0,0.0,0.0,30.2625
0.21,0.21,0.21,0.21,24.4,22.0,414.0,441.0,0.14184076,10,9,3,0,,,,0.47813332,0.0,0.0,0.0,155.41667
0.21,0.5,0.21,0.21,27.8,18.0,498.0,450.0,0.14105874,10,10,3,0,,,,0.36723334,0.0,0.0,0.0,326.89166
0.21,0.5,0.21,0.21,30.6,12.0,570.0,426.0,0.13806361,10,11,3,0,,,,0.37273332,0.0,0.0,0.0,464.65833
0.21,0.5,0.21,0.21,26.7,47.0,601.0,421.0,0.13858159,10,12,3,0,,,,0.38185,0.0,0.0,0.0,555.7125
0.21,0.5,0.21,0.21,25.0,50.0,612.0,396.0,0.14185202,10,13,3,0,,,,0.37251666,0.0,0.0,0.0,595.9042
0.21,0.5,0.21,0.21,24.4,52.0,523.0,425.0,0.14320636,10,14,3,0,,,,0.3671,0.0,0.0,0.0,584.5125
0.21,0.21,0.21,0.21,24.4,54.0,269.0,141.0,0.14433211,10,15,3,0,,,,0.36546665,0.0,0.0,0.0,521.3458
0.5,0.21,0.21,0.5,20.0,84.0,217.0,213.0,0.14790879,10,16,3,0,,,,1.8266333,0.0,0.0,0.0,396.59167
0.5,0.21,0.21,0.5,17.8,93.0,60.0,34.0,0.15259576,10,17,3,0,,,,1.34835,0.0,0.0,0.0,165.46666
0.5,0.21,0.21,0.5,17.2,93.0,1.0,1.0,0.15733032,10,18,3,0,,,,1.4899167,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.3,90.0,0.0,0.0,0.16332184,10,19,3,0,,,,1.5049167,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,19.4,78.0,0.0,0.0,0.16467409,10,20,3,0,,,,1.0227333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,19.4,78.0,0.0,0.0,0.15112299,10,21,3,0,,,,1.2249833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,81.0,0.0,0.0,0.13399942,10,22,3,0,,,,1.3292333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,78.0,0.0,0.0,0.125406,10,23,3,0,,,,2.5613666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,73.0,0.0,0.0,0.108738236,10,24,3,0,,,,1.7797084,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,76.0,0.0,0.0,0.10624552,10,1,4,0,,,,0.35656667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,76.0,0.0,0.0,0.10657183,10,2,4,0,,,,0.3491,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,76.0,0.0,0.0,0.11020215,10,3,4,0,,,,0.34913334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.9,76.0,0.0,0.0,0.115515254,10,4,4,0,,,,0.3525,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.9,76.0,0.0,0.0,0.12649742,10,5,4,0,,,,0.3506,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.9,76.0,0.0,0.0,0.13956371,10,6,4,0,,,,0.5466667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.9,76.0,29.0,0.0,0.14346051,10,7,4,0,,,,0.40775,0.0,0.0,0.0,3.9458334
0.21,0.21,0.5,0.21,18.9,76.0,56.0,4.0,0.14146395,10,8,4,0,,,,0.26756668,0.0,0.0,0.0,28.55
0.21,0.21,0.21,0.21,18.9,76.0,98.0,4.0,0.14126639,10,9,4,0,,,,0.26616666,0.0,0.0,0.0,153.5
0.21,0.5,0.21,0.21,18.3,81.0,173.0,2.0,0.14229688,10,10,4,0,,,,0.3201,0.0,0.0,0.0,325.79166
0.21,0.5,0.21,0.21,18.3,81.0,187.0,4.0,0.14497103,10,11,4,0,,,,0.6501833,0.0,0.0,0.0,463.54584
0.21,0.5,0.21,0.21,17.8,87.0,200.0,4.0,0.14550969,10,12,4,0,,,,0.36891666,0.0,0.0,0.0,553.9708
0.21,0.5,0.21,0.21,20.6,73.0,368.0,2.0,0.15097892,10,13,4,0,,,,0.2727,0.0,0.0,0.0,594.50836
0.21,0.5,0.21,0.21,22.8,55.0,461.0,315.0,0.15177542,10,14,4,0,,,,0.26406667,0.0,0.0,0.0,582.2875
0.21,0.21,0.21,0.21,21.7,55.0,252.0,67.0,0.15318029,10,15,4,0,,,,1.4094,0.0,0.0,0.0,515.975
0.5,0.21,0.21,0.5,20.0,63.0,122.0,34.0,0.165082,10,16,4,0,,,,3.1109333,0.0,0.0,0.0,389.8125
0.5,0.21,0.21,0.5,20.0,55.0,41.0,2.0,0.16092727,10,17,4,0,,,,1.5825666,0.0,0.0,0.0,161.60834
0.5,0.21,0.21,0.5,18.9,65.0,1.0,0.0,0.16182303,10,18,4,0,,,,1.5394666,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.3,73.0,0.0,0.0,0.1600907,10,19,4,0,,,,3.6206334,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.9,61.0,0.0,0.0,0.15157321,10,20,4,0,,,,1.2991,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,63.0,0.0,0.0,0.13937065,10,21,4,0,,,,1.1300334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,63.0,0.0,0.0,0.11667342,10,22,4,0,,,,2.4669333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,68.0,0.0,0.0,0.110368736,10,23,4,0,,,,1.6616167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,78.0,0.0,0.0,0.10732334,10,24,4,0,,,,0.435375,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,78.0,0.0,0.0,0.106168896,10,1,5,0,,,,0.5078833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,78.0,0.0,0.0,0.10860244,10,2,5,0,,,,0.56575,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,90.0,0.0,0.0,0.10759296,10,3,5,0,,,,0.43783334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.7,84.0,0.0,0.0,0.10671879,10,4,5,0,,,,0.4365,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.7,81.0,0.0,0.0,0.108061336,10,5,5,0,,,,0.6340333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.7,90.0,0.0,0.0,0.110129535,10,6,5,0,,,,2.1349666,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.1,93.0,20.0,9.0,0.11235607,10,7,5,0,,,,0.66321665,0.0,0.0,0.0,3.9666667
0.21,0.21,0.5,0.21,16.7,87.0,165.0,198.0,0.123680495,10,8,5,0,,,,0.3306,0.0,0.0,0.0,28.483334
0.21,0.21,0.21,0.21,18.3,78.0,237.0,175.0,0.13449515,10,9,5,0,,,,0.25958332,0.0,0.0,0.0,147.74583
0.21,0.5,0.21,0.21,19.4,70.0,294.0,8.0,0.14041206,10,10,5,0,,,,0.3443,0.0,0.0,0.0,308.41666
0.21,0.5,0.21,0.21,20.0,66.0,261.0,12.0,0.14214988,10,11,5,0,,,,0.5046833,0.0,0.0,0.0,434.9
0.21,0.5,0.21,0.21,21.1,59.0,388.0,3.0,0.14145239,10,12,5,0,,,,1.4029666,0.0,0.0,0.0,519.7792
0.21,0.5,0.21,0.21,21.1,64.0,339.0,10.0,0.13997483,10,13,5,0,,,,2.0558167,0.0,0.0,0.0,561.8625
0.21,0.5,0.21,0.21,20.6,66.0,250.0,9.0,0.13687074,10,14,5,0,,,,3.8477833,0.0,0.0,0.0,553.25836
0.21,0.21,0.21,0.21,21.1,61.0,233.0,7.0,0.134351,10,15,5,0,,,,3.0263,0.0,0.0,0.0,489.85834
0.5,0.21,0.21,0.5,20.6,63.0,201.0,91.0,0.14630431,10,16,5,0,,,,2.8902166,0.0,0.0,0.0,370.05417
0.5,0.21,0.21,0.5,20.0,68.0,68.0,21.0,0.15321614,10,17,5,0,,,,1.7831334,0.0,0.0,0.0,96.78333
0.5,0.21,0.21,0.5,20.0,68.0,4.0,0.0,0.14939195,10,18,5,0,,,,1.37095,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.3,81.0,0.0,0.0,0.1483066,10,19,5,0,,,,1.46335,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.8,87.0,0.0,0.0,0.1402587,10,20,5,0,,,,0.8269333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,84.0,0.0,0.0,0.13142167,10,21,5,0,,,,0.91961664,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,81.0,0.0,0.0,0.12149419,10,22,5,0,,,,1.6844833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,78.0,0.0,0.0,0.118677124,10,23,5,0,,,,2.6754334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,90.0,0.0,0.0,0.11859234,10,24,5,0,,,,0.54885834,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,76.0,0.0,0.0,0.116960295,10,1,6,0,,,,0.54291666,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,76.0,0.0,0.0,0.119001694,10,2,6,0,,,,0.5071167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,78.0,0.0,0.0,0.118444115,10,3,6,0,,,,0.43871668,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,18.3,81.0,0.0,0.0,0.119065545,10,4,6,0,,,,0.44661668,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.8,87.0,0.0,0.0,0.11906941,10,5,6,0,,,,0.4763,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,93.0,0.0,0.0,0.11910429,10,6,6,0,,,,0.47621667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,90.0,22.0,0.0,0.1212316,10,7,6,0,,,,0.4121,0.0,0.0,0.0,4.5958333
0.21,0.21,0.5,0.21,17.2,97.0,71.0,8.0,0.11995615,10,8,6,0,,,,0.37243333,0.0,0.0,0.0,28.6875
0.21,0.21,0.21,0.21,17.2,97.0,109.0,0.0,0.123822905,10,9,6,0,,,,1.1244667,0.0,0.0,0.0,148.12083
0.21,0.5,0.21,0.21,17.8,97.0,143.0,11.0,0.13391078,10,10,6,0,,,,2.5072,0.0,0.0,0.0,314.42917
0.21,0.5,0.21,0.21,17.8,97.0,166.0,8.0,0.13838662,10,11,6,0,,,,1.30885,0.0,0.0,0.0,442.70416
0.21,0.5,0.21,0.21,18.9,93.0,171.0,3.0,0.14059328,10,12,6,0,,,,0.42306668,0.0,0.0,0.0,528.6125
0.21,0.5,0.21,0.21,21.7,81.0,398.0,136.0,0.14204721,10,13,6,0,,,,0.26216668,0.0,0.0,0.0,555.8333
0.21,0.5,0.21,0.21,22.8,76.0,466.0,204.0,0.14554067,10,14,6,0,,,,0.45503333,0.0,0.0,0.0,557.12915
0.21,0.21,0.21,0.21,21.1,79.0,266.0,77.0,0.1439357,10,15,6,0,,,,0.50075,0.0,0.0,0.0,501.25418
0.5,0.21,0.21,0.5,20.6,84.0,190.0,46.0,0.1461172,10,16,6,0,,,,2.2965,0.0,0.0,0.0,377.27084
0.5,0.21,0.21,0.5,19.4,87.0,32.0,11.0,0.14357872,10,17,6,0,,,,2.7595167,0.0,0.0,0.0,148.875
0.5,0.21,0.21,0.5,18.9,93.0,0.0,0.0,0.14825158,10,18,6,0,,,,1.5092167,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.9,90.0,0.0,0.0,0.15426537,10,19,6,0,,,,1.23195,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.9,93.0,0.0,0.0,0.14681333,10,20,6,0,,,,0.6831667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,19.4,87.0,0.0,0.0,0.13724656,10,21,6,0,,,,0.7980833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,19.4,87.0,0.0,0.0,0.120138526,10,22,6,0,,,,0.70178336,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,19.4,87.0,0.0,0.0,0.11371729,10,23,6,0,,,,0.7086,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.7,93.0,0.0,0.0,0.11068119,10,24,6,0,,,,0.7053667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.9,90.0,0.0,0.0,0.107643634,10,1,7,0,,,,0.57196665,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,97.0,0.0,0.0,0.108744994,10,2,7,0,,,,0.39956668,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,18.3,93.0,0.0,0.0,0.10932158,10,3,7,0,,,,0.40146667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.8,97.0,0.0,0.0,0.11472615,10,4,7,0,,,,0.40436667,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,100.0,0.0,0.0,0.12212915,10,5,7,0,,,,0.40345,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,97.0,0.0,0.0,0.1372974,10,6,7,0,,,,0.40198332,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,97.0,33.0,0.0,0.1539505,10,7,7,0,,,,0.3994,0.0,0.0,0.0,7.7375
0.21,0.21,0.5,0.21,17.8,93.0,96.0,11.0,0.15954298,10,8,7,0,,,,0.40791667,0.0,0.0,0.0,75.7875
0.21,0.21,0.21,0.21,18.3,90.0,154.0,68.0,0.16283391,10,9,7,0,,,,0.40318334,0.0,0.0,0.0,181.925
0.21,0.5,0.21,0.21,19.4,84.0,435.0,346.0,0.16754484,10,10,7,0,,,,0.49371666,0.0,0.0,0.0,221.98334
0.21,0.5,0.21,0.21,18.9,87.0,500.0,336.0,0.17129104,10,11,7,0,,,,0.98683333,0.0,0.0,0.0,276.40833
0.21,0.5,0.21,0.21,20.0,76.0,660.0,634.0,0.17270254,10,12,7,0,,,,0.6573167,0.0,0.0,0.0,81.57083
0.21,0.5,0.21,0.21,20.0,76.0,656.0,700.0,0.17798112,10,13,7,0,,,,0.6800333,0.0,0.0,0.0,156.19167
0.21,0.5,0.21,0.21,20.6,71.0,554.0,617.0,0.17856231,10,14,7,0,,,,0.7755,0.0,0.0,0.0,172.94167
0.21,0.21,0.21,0.21,19.4,78.0,412.0,556.0,0.17737631,10,15,7,0,,,,0.63603336,0.0,0.0,0.0,77.675
0.5,0.21,0.21,0.5,18.9,78.0,239.0,446.0,0.1769601,10,16,7,0,,,,0.62021667,0.0,0.0,0.0,10.745833
0.5,0.21,0.21,0.5,17.8,84.0,65.0,139.0,0.17444834,10,17,7,0,,,,0.62945,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,87.0,3.0,0.0,0.17887415,10,18,7,0,,,,0.7248667,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,87.0,0.0,0.0,0.17940222,10,19,7,0,,,,0.9647,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,90.0,0.0,0.0,0.1683248,10,20,7,0,,,,1.2525,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,93.0,0.0,0.0,0.15231082,10,21,7,0,,,,1.5340667,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,93.0,0.0,0.0,0.13870725,10,22,7,0,,,,1.3041333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,90.0,0.0,0.0,0.13043617,10,23,7,0,,,,0.9896333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,93.0,0.0,0.0,0.12673618,10,24,7,0,,,,0.43135,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,93.0,0.0,0.0,0.11744947,10,1,1,0,,,,0.42753333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.6,93.0,0.0,0.0,0.11664561,10,2,1,0,,,,0.41053334,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.6,87.0,0.0,0.0,0.11672731,10,3,1,0,,,,0.39738333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,14.4,93.0,0.0,0.0,0.11658019,10,4,1,0,,,,0.39588332,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,14.4,97.0,0.0,0.0,0.12885265,10,5,1,0,,,,0.39503333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,14.4,93.0,0.0,0.0,0.15329017,10,6,1,0,,,,0.43025,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,15.6,87.0,19.0,4.0,0.15499854,10,7,1,0,,,,0.4248,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,17.2,81.0,113.0,60.0,0.1624444,10,8,1,0,,,,0.30693334,0.0,0.0,0.0,2.2708333
0.21,0.21,0.21,0.21,18.3,78.0,244.0,89.0,0.17541352,10,9,1,0,,,,0.3094,0.0,0.0,0.0,81.041664
0.21,0.5,0.21,0.21,20.6,68.0,158.0,2.0,0.17561828,10,10,1,0,,,,0.30723333,0.0,0.0,0.0,164.34584
0.21,0.5,0.21,0.21,20.6,73.0,595.0,555.0,0.18478622,10,11,1,0,,,,0.53456664,0.0,0.0,0.0,68.8
0.21,0.5,0.21,0.21,21.1,73.0,613.0,491.0,0.19265385,10,12,1,0,,,,0.55135,0.0,0.0,0.0,95.67917
0.21,0.5,0.21,0.21,20.6,76.0,618.0,557.0,0.18834841,10,13,1,0,,,,0.30656666,0.0,0.0,0.0,129.025
0.21,0.5,0.21,0.21,19.4,81.0,371.0,166.0,0.18615119,10,14,1,0,,,,0.30823332,0.0,0.0,0.0,154.87917
0.21,0.21,0.21,0.21,18.9,84.0,259.0,75.0,0.18452223,10,15,1,0,,,,0.53038335,0.0,0.0,0.0,20.566668
0.5,0.21,0.21,0.5,18.9,84.0,152.0,141.0,0.18824226,10,16,1,0,,,,0.59896666,0.0,0.0,0.0,23.616667
0.5,0.21,0.21,0.5,17.8,90.0,39.0,2.0,0.1881543,10,17,1,0,,,,0.53103334,0.0,0.0,0.0,1.6833333
0.5,0.21,0.21,0.5,17.2,93.0,2.0,0.0,0.19267558,10,18,1,0,,,,0.70995,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.2,93.0,0.0,0.0,0.19548224,10,19,1,0,,,,1.00965,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.8,93.0,0.0,0.0,0.18941146,10,20,1,0,,,,1.3852834,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.8,90.0,0.0,0.0,0.17466658,10,21,1,0,,,,1.4523833,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.8,90.0,0.0,0.0,0.14939539,10,22,1,0,,,,1.3361167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.8,87.0,0.0,0.0,0.13915652,10,23,1,0,,,,0.59445,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,40.0,0.0,0.0,0.13087778,10,24,1,0,,,,0.403125,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,87.0,0.0,0.0,0.124053106,10,1,2,0,,,,0.40285,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.7,90.0,0.0,0.0,0.1224474,10,2,2,0,,,,0.39928332,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,84.0,0.0,0.0,0.1224903,10,3,2,0,,,,0.3961,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.7,84.0,0.0,0.0,0.12224566,10,4,2,0,,,,0.39458334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.1,84.0,0.0,0.0,0.13013321,10,5,2,0,,,,0.39433333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,15.6,78.0,0.0,0.0,0.14038604,10,6,2,0,,,,0.57061666,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,16.7,65.0,33.0,55.0,0.15484054,10,7,2,0,,,,0.7872667,0.0,0.0,0.0,5.366667
0.21,0.21,0.5,0.21,17.2,63.0,194.0,385.0,0.15718482,10,8,2,0,,,,0.55373335,0.0,0.0,0.0,27.891666
0.21,0.21,0.21,0.21,17.8,58.0,353.0,522.0,0.1689548,10,9,2,0,,,,0.36798334,0.0,0.0,0.0,137.2625
0.21,0.5,0.21,0.21,18.9,53.0,526.0,620.0,0.17702486,10,10,2,0,,,,0.31116667,0.0,0.0,0.0,304.04166
0.21,0.5,0.21,0.21,18.9,57.0,580.0,600.0,0.18159801,10,11,2,0,,,,0.31453332,0.0,0.0,0.0,430.1375
0.21,0.5,0.21,0.21,18.9,59.0,689.0,745.0,0.17853698,10,12,2,0,,,,0.32203335,0.0,0.0,0.0,512.375
0.21,0.5,0.21,0.21,19.4,55.0,654.0,722.0,0.1795526,10,13,2,0,,,,0.31803334,0.0,0.0,0.0,536.875
0.21,0.5,0.21,0.21,18.9,61.0,567.0,690.0,0.18422338,10,14,2,0,,,,0.3097,0.0,0.0,0.0,514.525
0.21,0.21,0.21,0.21,18.3,61.0,421.0,615.0,0.18494736,10,15,2,0,,,,0.30968332,0.0,0.0,0.0,444.45416
0.5,0.21,0.21,0.5,17.8,68.0,234.0,455.0,0.18318528,10,16,2,0,,,,0.5122,0.0,0.0,0.0,323.3875
0.5,0.21,0.21,0.5,17.8,65.0,60.0,137.0,0.18455763,10,17,2,0,,,,0.53316665,0.0,0.0,0.0,96.64167
0.5,0.21,0.21,0.5,17.8,63.0,1.0,0.0,0.1880541,10,18,2,0,,,,0.5462833,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,18.3,47.0,0.0,0.0,0.18755174,10,19,2,0,,,,0.98651665,0.0,0.0,0.0,0.0
0.5,0.21,0.21,0.5,17.8,38.0,0.0,0.0,0.17741464,10,20,2,0,,,,1.2194333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.8,36.0,0.0,0.0,0.16115595,10,21,2,0,,,,1.4817166,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,17.2,35.0,0.0,0.0,0.13954362,10,22,2,0,,,,1.0659167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,16.1,40.0,0.0,0.0,0.136275,10,23,2,0,,,,0.39285,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,75.0,0.0,0.0,0.12822855,10,24,2,0,,,,0.39914167,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,42.0,0.0,0.0,0.12701422,10,1,3,0,,,,0.39893332,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,15.0,41.0,0.0,0.0,0.12607382,10,2,3,0,,,,0.39323333,0.0,0.0,0.0,0.0
0.21,0.21,0.21,0.21,13.9,44.0,0.0,0.0,0.12623301,10,3,3,0,,,,0.39375,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,45.0,0.0,0.0,0.12700464,10,4,3,0,,,,0.39303333,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,12.2,51.0,0.0,0.0,0.1373085,10,5,3,0,,,,0.39058334,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,12.2,53.0,0.0,0.0,0.15651508,10,6,3,0,,,,0.53195,0.0,0.0,0.0,0.0
0.21,0.21,0.5,0.21,13.3,47.0,40.0,108.0,0.16576914,10,7,3,0,,,,0.71861666,0.0,0.0,0.0,6.429167
0.21,0.21,0.5,0.21,16.1,43.0,198.0,493.0,0.16663848,10,8,3,0,,,,0.30585,0.0,0.0,0.0,33.325
0.21,0.21,0.21,0.21,17.8,37.0,396.0,684.0,0.16917697,10,9,3,0,,,,0.30858332,0.0,0.0,0.0,136.64583
0.21,0.5,0.21,0.21,19.4,33.0,562.0,775.0,0.17238195,10,10,3,0,,,,0.30723333,0.0,0.0,0.0,298.8
0.21,0.5,0.21,0.21,21.1,32.0,670.0,817.0,0.17034133,10,11,3,0,,,,0.3127,0.0,0.0,0.0,422.72083
0.21,0.5,0.21,0.21,20.6,46.0,708.0,825.0,0.16957302,10,12,3,0,,,,0.31903332,0.0,0.0,0.0,485.10416
0.21,0.5,0.21,0.21,19.4,49.0,682.0,816.0,0.16788593,10,13,3,0,,,,0.28923333,0.0,0.0,0.0,500.53333
0.21,0.5,0.21,0.21,18.9,51.0,590.0,782.0,0.16720362,10,14,3,0,,,,0.32835,0.0,0.0,0.0,381.9125
